am_id,begin_standard_num,begin_time,end_standard_num,end_time,meter_id,meter_no,standard_qty,tenant_id,time_granularity,cust_id,begin_working_num,end_working_num,working_qty,am_state
20190918002633236296,61509.008,2012-11-06 12:28:00,61582.008,2012-11-06 13:02:00,121106000000.0,121013053,73.0,9999,2,,,,,1
20190918002633513180,61582.008,2012-11-06 13:02:00,61705.008,2012-11-06 14:00:00,121106000000.0,121013053,123.0,9999,2,,,,,1
20190918002633114903,61705.008,2012-11-06 14:00:00,61751.008,2012-11-06 15:00:00,121106000000.0,121013053,46.0,9999,2,,,,,1
20190918002633291033,61751.008,2012-11-06 15:00:00,61751.008,2012-11-06 16:00:00,121106000000.0,121013053,0.0,9999,2,,,,,1
20190918002633561237,61751.008,2012-11-06 16:00:00,61803.008,2012-11-06 17:00:00,121106000000.0,121013053,52.0,9999,2,,,,,1
2019091800263389600,61803.008,2012-11-06 17:00:00,61847.008,2012-11-06 18:00:00,121106000000.0,121013053,44.0,9999,2,,,,,1
20190918002633476319,61847.008,2012-11-06 18:00:00,61847.008,2012-11-06 19:00:00,121106000000.0,121013053,0.0,9999,2,,,,,1
20190918002633222292,61847.008,2012-11-06 19:00:00,61847.008,2012-11-06 20:00:00,121106000000.0,121013053,0.0,9999,2,,,,,1
20190918002633131248,61847.008,2012-11-06 20:00:00,61847.008,2012-11-06 21:00:00,121106000000.0,121013053,0.0,9999,2,,,,,1
20190918002633307589,61847.008,2012-11-06 21:00:00,61921.008,2012-11-06 22:00:00,121106000000.0,121013053,74.0,9999,2,,,,,1
20190918002633901895,61921.008,2012-11-06 22:00:00,62221.008,2012-11-06 23:00:00,121106000000.0,121013053,300.0,9999,2,,,,,1
2019091800263331043,62221.008,2012-11-06 23:00:00,62519.008,2012-11-07 00:00:00,121106000000.0,121013053,298.0,9999,2,,,,,1
20190918002633570799,62519.008,2012-11-07 00:00:00,62818.008,2012-11-07 01:00:00,121106000000.0,121013053,299.0,9999,2,,,,,1
20190918002633516503,62818.008,2012-11-07 01:00:00,63116.008,2012-11-07 02:00:00,121106000000.0,121013053,298.0,9999,2,,,,,1
20190918002633344947,63116.008,2012-11-07 02:00:00,63414.008,2012-11-07 03:00:00,121106000000.0,121013053,298.0,9999,2,,,,,1
20190918002633503841,63414.008,2012-11-07 03:00:00,63713.008,2012-11-07 04:00:00,121106000000.0,121013053,299.0,9999,2,,,,,1
20190918002633533858,63713.008,2012-11-07 04:00:00,64011.008,2012-11-07 05:00:00,121106000000.0,121013053,298.0,9999,2,,,,,1
20190918002633658633,64011.008,2012-11-07 05:00:00,64309.008,2012-11-07 06:00:00,121106000000.0,121013053,298.0,9999,2,,,,,1
201909180026335763,64309.008,2012-11-07 06:00:00,64607.008,2012-11-07 07:00:00,121106000000.0,121013053,298.0,9999,2,,,,,1
2019091800263379617,64607.008,2012-11-07 07:00:00,64906.008,2012-11-07 08:00:00,121106000000.0,121013053,299.0,9999,2,,,,,1
